,tax_year,academic_year,YAG,sex,subject_name,provider_name,earnings_median,earnings_LQ,earnings_median,earnings_UQ
14568,2018/2019,2012/2013,5,Male,History and archaeology,The University of St Andrews,38300,20400,38300,54800
14569,2018/2019,2012/2013,5,Male,History and archaeology,The University of Stirling,20100,15300,20100,26600
14570,2018/2019,2012/2013,5,Male,History and archaeology,The University of Strathclyde,27400,18600,27400,30300
14571,2018/2019,2012/2013,5,Male,History and archaeology,The University of Sunderland,23000,19700,23000,24100
14572,2018/2019,2012/2013,5,Male,History and archaeology,The University of Sussex,26600,20100,26600,33900
14573,2018/2019,2012/2013,5,Male,History and archaeology,The University of Warwick,38000,29600,38000,57300
14574,2018/2019,2012/2013,5,Male,History and archaeology,The University of Westminster,28800,23000,28800,35400
14575,2018/2019,2012/2013,5,Male,History and archaeology,The University of Winchester,22600,18200,22600,28800
14576,2018/2019,2012/2013,5,Male,History and archaeology,The University of Wolverhampton,21900,16400,21900,24100
14577,2018/2019,2012/2013,5,Male,History and archaeology,The University of York,28800,23000,28800,38800
14578,2018/2019,2012/2013,5,Male,History and archaeology,University Campus Suffolk,c,c,c,c
14579,2018/2019,2012/2013,5,Male,History and archaeology,University College London,38200,27000,38200,47400
14580,2018/2019,2012/2013,5,Male,History and archaeology,University of Chester,21900,16400,21900,25900
14581,2018/2019,2012/2013,5,Male,History and archaeology,University of Cumbria,c,c,c,c
14582,2018/2019,2012/2013,5,Male,History and archaeology,University of Derby,22600,16800,22600,28800
14583,2018/2019,2012/2013,5,Male,History and archaeology,University of Durham,40900,24100,40900,66400
14584,2018/2019,2012/2013,5,Male,History and archaeology,University of Gloucestershire,c,c,c,c
14585,2018/2019,2012/2013,5,Male,History and archaeology,University of Hertfordshire,25600,17500,25600,32500
14586,2018/2019,2012/2013,5,Male,History and archaeology,University of Newcastle-upon-Tyne,26500,20400,26500,38600
14587,2018/2019,2012/2013,5,Male,History and archaeology,University of Northumbria at Newcastle,25200,21500,25200,29200
14588,2018/2019,2012/2013,5,Male,History and archaeology,University of Nottingham,31400,24100,31400,43800
14589,2018/2019,2012/2013,5,Male,History and archaeology,University of Plymouth,23000,17900,23000,26300
14590,2018/2019,2012/2013,5,Male,History and archaeology,University of South Wales,c,c,c,c
14591,2018/2019,2012/2013,5,Male,History and archaeology,University of the Highlands and Islands,c,c,c,c
14592,2018/2019,2012/2013,5,Male,History and archaeology,"University of the West of England, Bristol",24100,18600,24100,29900
14593,2018/2019,2012/2013,5,Male,History and archaeology,University of Wales Trinity Saint David,20400,16000,20400,24600
14594,2018/2019,2012/2013,5,Male,History and archaeology,"University of Wales, Newport",c,c,c,c
14595,2018/2019,2012/2013,5,Male,History and archaeology,University of Worcester,20100,18200,20100,33600
14596,2018/2019,2012/2013,5,Male,History and archaeology,York St John University,20800,15700,20800,29200
14597,2018/2019,2012/2013,5,Male,Languages and area studies,Blackburn College,c,c,c,c
14598,2018/2019,2012/2013,5,Male,Languages and area studies,Blackpool and the Fylde College,c,c,c,c
14599,2018/2019,2012/2013,5,Male,Languages and area studies,Aberystwyth University,c,c,c,c
14600,2018/2019,2012/2013,5,Male,Languages and area studies,Aston University,36900,25600,36900,54000
14601,2018/2019,2012/2013,5,Male,Languages and area studies,Bangor University,c,c,c,c
14602,2018/2019,2012/2013,5,Male,Languages and area studies,Birkbeck College,c,c,c,c
14603,2018/2019,2012/2013,5,Male,Languages and area studies,Canterbury Christ Church University,25900,22300,25900,38700
14604,2018/2019,2012/2013,5,Male,Languages and area studies,Cardiff University,32800,23400,32800,51500
14605,2018/2019,2012/2013,5,Male,Languages and area studies,Coventry University,c,c,c,c
14606,2018/2019,2012/2013,5,Male,Languages and area studies,Edge Hill University,,,,
14607,2018/2019,2012/2013,5,Male,Languages and area studies,Edinburgh Napier University,c,c,c,c
14608,2018/2019,2012/2013,5,Male,Languages and area studies,Goldsmiths College,c,c,c,c
14609,2018/2019,2012/2013,5,Male,Languages and area studies,Heriot-Watt University,c,c,c,c
14610,2018/2019,2012/2013,5,Male,Languages and area studies,"Imperial College of Science, Technology and Medicine",,,,
14611,2018/2019,2012/2013,5,Male,Languages and area studies,King's College London,33900,25200,33900,46700
14612,2018/2019,2012/2013,5,Male,Languages and area studies,Kingston University,c,c,c,c
14613,2018/2019,2012/2013,5,Male,Languages and area studies,Leeds Beckett University,19500,14400,19500,37600
14614,2018/2019,2012/2013,5,Male,Languages and area studies,Liverpool Hope University,c,c,c,c
14615,2018/2019,2012/2013,5,Male,Languages and area studies,Liverpool John Moores University,c,c,c,c
14616,2018/2019,2012/2013,5,Male,Languages and area studies,London Metropolitan University,c,c,c,c
14617,2018/2019,2012/2013,5,Male,Languages and area studies,Middlesex University,c,c,c,c
14618,2018/2019,2012/2013,5,Male,Languages and area studies,Oxford Brookes University,c,c,c,c
14619,2018/2019,2012/2013,5,Male,Languages and area studies,Queen Mary University of London,31000,25600,31000,48500
14620,2018/2019,2012/2013,5,Male,Languages and area studies,Roehampton University,c,c,c,c
14621,2018/2019,2012/2013,5,Male,Languages and area studies,Royal Holloway and Bedford New College,28500,24500,28500,35400
14622,2018/2019,2012/2013,5,Male,Languages and area studies,Sheffield Hallam University,c,c,c,c
14623,2018/2019,2012/2013,5,Male,Languages and area studies,Swansea University,23700,19700,23700,30700
14624,2018/2019,2012/2013,5,Male,Languages and area studies,The Manchester Metropolitan University,22300,19300,22300,30300
14625,2018/2019,2012/2013,5,Male,Languages and area studies,The Nottingham Trent University,c,c,c,c
14626,2018/2019,2012/2013,5,Male,Languages and area studies,The Open University,27100,18200,27100,47800
14627,2018/2019,2012/2013,5,Male,Languages and area studies,The School of Oriental and African Studies,27400,17900,27400,35400
14628,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Aberdeen,c,c,c,c
14629,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Bath,44300,28800,44300,50000
14630,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Birmingham,35000,22300,35000,44200
14631,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Bristol,44200,32800,44200,63900
14632,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Buckingham,c,c,c,c
14633,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Cambridge,39300,31400,39300,50800
14634,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Central Lancashire,c,c,c,c
14635,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Dundee,c,c,c,c
14636,2018/2019,2012/2013,5,Male,Languages and area studies,The University of East Anglia,c,c,c,c
14637,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Edinburgh,35800,28500,35800,54000
14638,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Essex,28100,24100,28100,34700
14639,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Exeter,33600,26300,33600,39400
14640,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Glasgow,23800,13700,23800,35400
14641,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Greenwich,c,c,c,c
14642,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Huddersfield,c,c,c,c
14643,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Hull,25600,19700,25600,38700
14644,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Keele,c,c,c,c
14645,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Kent,29200,23700,29200,38700
14646,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Lancaster,24600,21200,24600,28100
14647,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Leeds,30300,21500,30300,41200
14648,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Leicester,26600,21200,26600,33600
14649,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Lincoln,c,c,c,c
14650,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Liverpool,27800,19700,27800,33600
14651,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Manchester,31400,21000,31400,42300
14652,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Northampton,c,c,c,c
14653,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Oxford,42700,32500,42700,54000
14654,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Portsmouth,28500,21500,28500,35000
14655,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Reading,c,c,c,c
14656,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Salford,c,c,c,c
14657,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Sheffield,27400,20100,27400,41200
14658,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Southampton,32500,26300,32500,48900
14659,2018/2019,2012/2013,5,Male,Languages and area studies,The University of St Andrews,c,c,c,c
14660,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Stirling,c,c,c,c
14661,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Strathclyde,c,c,c,c
14662,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Sunderland,c,c,c,c
14663,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Surrey,c,c,c,c
14664,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Sussex,25200,20800,25200,30700
14665,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Warwick,31800,27400,31800,42300
14666,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Westminster,c,c,c,c
14667,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Winchester,c,c,c,c
14668,2018/2019,2012/2013,5,Male,Languages and area studies,The University of Wolverhampton,c,c,c,c
14669,2018/2019,2012/2013,5,Male,Languages and area studies,The University of York,c,c,c,c
14670,2018/2019,2012/2013,5,Male,Languages and area studies,University College London,35800,27700,35800,51500
14671,2018/2019,2012/2013,5,Male,Languages and area studies,University of Chester,c,c,c,c
14672,2018/2019,2012/2013,5,Male,Languages and area studies,University of Derby,c,c,c,c
14673,2018/2019,2012/2013,5,Male,Languages and area studies,University of Durham,44900,27400,44900,57700
14674,2018/2019,2012/2013,5,Male,Languages and area studies,University of Newcastle-upon-Tyne,32100,27000,32100,52900
14675,2018/2019,2012/2013,5,Male,Languages and area studies,University of Northumbria at Newcastle,c,c,c,c
14676,2018/2019,2012/2013,5,Male,Languages and area studies,University of Nottingham,34300,25900,34300,46700
14677,2018/2019,2012/2013,5,Male,Languages and area studies,University of Plymouth,c,c,c,c
14678,2018/2019,2012/2013,5,Male,Languages and area studies,University of South Wales,c,c,c,c
14679,2018/2019,2012/2013,5,Male,Languages and area studies,"University of the West of England, Bristol",,,,
14680,2018/2019,2012/2013,5,Male,Languages and area studies,University of Wales Trinity Saint David,c,c,c,c
14681,2018/2019,2012/2013,5,Male,Languages and area studies,York St John University,c,c,c,c
14682,2018/2019,2012/2013,5,Male,Law,Blackburn College,16800,9200,16800,20600
14683,2018/2019,2012/2013,5,Male,Law,Bradford College,17900,16100,17900,22300
14684,2018/2019,2012/2013,5,Male,Law,Croydon College,c,c,c,c
14685,2018/2019,2012/2013,5,Male,Law,Doncaster College,c,c,c,c
14686,2018/2019,2012/2013,5,Male,Law,The Oldham College,c,c,c,c
14687,2018/2019,2012/2013,5,Male,Law,Aberystwyth University,27400,22300,27400,31000
14688,2018/2019,2012/2013,5,Male,Law,Anglia Ruskin University,29600,18200,29600,37600
14689,2018/2019,2012/2013,5,Male,Law,Aston University,c,c,c,c
14690,2018/2019,2012/2013,5,Male,Law,Bangor University,24500,17500,24500,31400
14691,2018/2019,2012/2013,5,Male,Law,Birkbeck College,36900,25600,36900,55500
14692,2018/2019,2012/2013,5,Male,Law,Birmingham City University,21500,18900,21500,28100
14693,2018/2019,2012/2013,5,Male,Law,Bournemouth University,32800,26600,32800,49300
14694,2018/2019,2012/2013,5,Male,Law,Brunel University London,38000,29600,38000,43400
14695,2018/2019,2012/2013,5,Male,Law,Buckinghamshire New University,c,c,c,c
14696,2018/2019,2012/2013,5,Male,Law,Canterbury Christ Church University,25200,20400,25200,31400
14697,2018/2019,2012/2013,5,Male,Law,Cardiff University,37800,27600,37800,49300
14698,2018/2019,2012/2013,5,Male,Law,Coventry University,26300,21200,26300,33600
14699,2018/2019,2012/2013,5,Male,Law,De Montfort University,27700,21500,27700,35400
14700,2018/2019,2012/2013,5,Male,Law,Edge Hill University,23400,21200,23400,27700
14701,2018/2019,2012/2013,5,Male,Law,Edinburgh Napier University,c,c,c,c
14702,2018/2019,2012/2013,5,Male,Law,Glasgow Caledonian University,24800,21700,24800,29600
14703,2018/2019,2014/2015,3,Male,Computing,GSM London Limited,30300,20100,30300,35400
14704,2018/2019,2012/2013,5,Male,Law,Heriot-Watt University,c,c,c,c
14705,2018/2019,2012/2013,5,Male,Law,King's College London,57700,39400,57700,81800
14706,2018/2019,2012/2013,5,Male,Law,Kingston University,25900,19700,25900,33900
